review_text,stars,date
"I'm so happy I got these headphones. They are easy to set up and use. Convenient for zoom calls or to take travelling. The little carrying case is handy, but it's a bit of a tight fit to close and open each time. I'd suggest the case be just slightly bigger with a firmer band, and of course, not black would be nicer. The main thing is the sound is great, they are light and comfortable and the rose pink is lovely.",Rated 5.0 out of 5,3 years ago
"I really regret this purchase. As a student, I was really excited to get my first ""big name"" headphones and was excited to order from the source for the first time. These things (1) sound bleed like crazy and (2) are SO TIGHT. Tight to the point of uncomfortable (there is literally a dent in my head). I'm honestly really regretting this and wish I used my money differently. I tried to return them but the Source doesn't take back opened boxes (which is odd because how else would I know I didn't like them??). Just buy from amazon and have a better return policy. Super disappointed. Not trying to dog on the Source or anything but how is it so expensive but so bad and in the same breath no returns when you realize. Seriously don't make my mistake I regret it quite a bit. This is my first comment ever too.... u guys should rlly be advised lool.",Rated 1.0 out of 5,2 years ago
I really love the sound of these headphones for music. Something about them I thought was so cool is the fact that they can charge for five minutes and last three hours! If I’m ever late for the bus and see my headphones are completely dead then I can easily put them on the charger and by the time I’m done brushing my teeth they are good to go! Also another great thing is the way that they fit on my ears well! Also I love the colors too!,Rated 5.0 out of 5,4 years ago
All in all I really like my Beats Solo 3 headphones. They connect easily to all my devices and the sound is great. My only gripe is that they are very uncomfortable with glasses. They squish my head and push on the stems of my glasses. I usually end up with a headache because of it.,Rated 4.0 out of 5,a year ago
"My Beats Solo3 are a musical companion. The bass gives life to my playlists, and the wireless freedom is a game-changer. They're a style statement, and the long battery life means uninterrupted beats during my day. A tad bass-heavy, but that's just the rhythm of these headphones.",Rated 5.0 out of 5,a year ago
The first set of these that we had lasted for 2 years. They were great. Order the second set and gave them to my daughter for Christmas 2024. It is now the first week of May and they will no longer take a charge. For what I spent on these headphones they should last considerably longer than 4 months. Extremely disappointed.,Rated 1.0 out of 5,5 months ago
"These are my favorite headphones that I’ve ever known; premium sound quality, blocking out background noise, and they are so comfortable. They have become my durable lawn mowing headphones as well and never run out of battery life.",Rated 5.0 out of 5,11 months ago
"Beats Solo 3 Wireless integrates many other auxiliary technologies for its wireless side. For example, fast charging technology. Just charge for 5 minutes and play music wirelessly for 3 hours. Beats also integrates a wireless microphone right on the headset so that users can use it to listen to direct calls with very good sound quality. I often use it to call my business partner. It makes me feel confident wearing it and very convenient without having to plug it in. Thanks",Rated 5.0 out of 5,2 years ago
"They were gift for husband,but also for me because he likes to watch annoying videos on his phone. 🤣 overalll great product with good quality sound and holds a long charge would definitely would recommend.",Rated 5.0 out of 5,9 months ago
"I was looking for different earphones. I have only ever used AirPods that I bought in 2020, and they’re still going strong, but I was looking for something new and a change. I decided to invest in beats. I got the rose gold color and I am honestly in love with them. Everything from packaging and presentation to the quality of the sound. I still have a lot to explore with Beats, but so far they’re good quality and comfortable. I will update my review in a few months to see if my opinion changes.",Rated 5.0 out of 5,2 years ago
Ehhhh… they’re ok. Really glad I got them for the Black Friday sale because they’re not worth the original price. The battery does last for a very long time but I really wish they were a lot louder.,Rated 3.0 out of 5,10 months ago
"I’ve had these for almost a year and they work really well! They’re pretty song, I’ve broken a lot of electronics in my time but these work just as perfect as they did in the first day! 🥲 I usually only have to charge them once a week, maybe even two, and I do use them on a daily basis so they’re battery life is just perfect! 🙈 One thing I’d say though is that my hair did get suck in them a lot until Ive learnt how to avoid that which by then I had lost many little ones 💔",Rated 5.0 out of 5,a year ago
"Went to connect headphones and they came up under someone else's name. Safe to say, these are refurbished which wasn't disclosed in the description. Lacks bass and sound quality not good. My Bose quietcomfort II earbuds hit harder!!. Really disappointed in target for sending me refurbished headphones 🫤",Rated 1.0 out of 5,a year ago
Got this for my teenager she loves them! Great sound and the ear bud type usually hurt her ears but these are great and comfy while being noise cancelling with a great battery life.,Rated 5.0 out of 5,11 months ago
"Great sound quality with deep bass. However, the charging port is Micro-USB, which means carrying an extra cord. Battery life is impressive—I only need to recharge it every other day.",Rated 4.0 out of 5,8 months ago
Feels professional and intentional. Great design. Product performs as expected. Very satisfied with the quality. Everything works seamlessly. I would recommend this. Solid build and easy to set up. No issues so far.,Rated 5.0 out of 5,9 months ago
"Absolutely delighted with these smart, rose gold headphones. The headphones did initially feel tight over my ears, but having adjusted the head band and worn them for a couple of weeks they are comfortable now. They connect to my iPhone easily. Sound tone is good and clear. Fantastic battery life is a real bonus. The fact that they fold down into a comparatively small, lightweight carry case will be useful when I am on holiday.",Rated 5.0 out of 5,2 years ago
I purchased these headphones for my daughter for Christmas and lets just say this is the best purchase for her so far. Sound quality is excellent. She also mentioned that the headphones are very comfortable. There are lots of variations of colors. She wears them to school and the battery life is awesome.,Rated 5.0 out of 5,a year ago
"I love the sound of these headphones. I actually won them in a raffle, they are very pricey so I wouldn't have bought them myself. But they sound great they look super cool. The biggest downside is it's not for big heads. It sucks but I have a normal size woman head and I get tired of having them on for too long because they are a bit tight. They definitely do not fit on my husband who has a slightest bigger head than I do. So take that into consideration",Rated 4.0 out of 5,3 years ago
"Literally the BEST. Confirmed at least 24-hours of power because I fell asleep with them on overnight and they were still working! The advertised power is 40 hours. they're sleek, compact, and comfortable.",Rated 5.0 out of 5,10 months ago
"Super cute, but they keep disconnecting randomly. They also hurt my ears, so they aren’t as comfortable as I thought they would be. I use them for work for taking calls. Wish it had a mute button.",Rated 4.0 out of 5,10 months ago
"Got thess after my sony headphones broke and man these are good. The battery life is great and they charge pretty quick, they also are really comfortable. The downside being they don't work quite as great with my new Android phone compared to my old IPhone, and the snap thing to fit them in the bag doesn't hold on one side. The latter of those two problems might be my fault, but even then it's not a big problem.",Rated 4.0 out of 5,3 years ago
I brought these 2 pair in rose gold because they were on for $69.99 for my son %26 husband but they had no more in gray or black I called customer service they said I could exchange them at the store in a different color got to the store after receiving them from the online order they told me I couldn’t get them for the same price because the sale was over didn’t make sense to me Walmart make it make sense Walmart otherwise I wouldn’t have purchased them I’ll be returning them for a full refund……,Rated 1.0 out of 5,9 months ago
"Being a retired Gov’t Computer Tech, I can honestly tell you these are awesome, user-friendly, in that they're easy to set up & work if you follow the instructions. The Rose Gold is such a beautiful colour, the sound amazing quality, when used on apple devices, & compatible with a good sound quality when used on other devices. This is my 2nd pair of these very comfortable BEATS, these being my 1st wireless.",Rated 5.0 out of 5,4 years ago
the noise can ellstiin works eell snd rhe bass n siund sre ckear bnn to i have eat buds and buds with a cord vetween that are also bluetooth. the ear piece hang in my s strin n i just got those,Rated 5.0 out of 5,8 months ago
"I got them for my teen’s as gifts and they love them! The sound quality is good. They do not die fast, great battery. Look sleek and clean, great color options. These are so perfect for travel. We love how the cases clip quick and convenient to any backpack! I now have bought myself a pair.",Rated 5.0 out of 5,a year ago
"Beats is my go to brand when it come to headphones. The sound quality is good. Very rich bass. Dispite being on ear headphone, it’s very comfortable. The bluetooth connection is solid and seamless when connect to apple devices. You can expect an all day use without recharging it",Rated 5.0 out of 5,a year ago
"So very disappointed buying these in store 😭. I had originally ordered these online and seen the additional offers of included Apple TV, Apple Music, so I thought the offers would apply with in store purchase. Boy was I totally WRONG!!! Oh and by the way these aren’t returnable on in store purchase. All I can say is WOW!!!! Save yourself the shock.",Rated 5.0 out of 5,8 months ago
I bought these for my son when they were on sale!! My son rarely goes anywhere without them and says they are comfortable and the sound is great and Im glad I dont have to listen to everything on his phone.,Rated 5.0 out of 5,10 months ago
product performs as expected. very satisfied with the quality. reliable and efficient. matches the product listing. everything works seamlessly. i would recommend this. solid build and easy to set up. no issues so far.,Rated 5.0 out of 5,7 months ago
"These are great headphones but the Walmart description twice claims explicitly that they include active noise cancellation. They don't. When they arrived, the package did not even claim to have it. So I feel a bit scammed, as I was looking specifically for ANC headphones and was very excited about this deal.",Rated 2.0 out of 5,11 months ago
"These are Great! Got them during the Black Friday deals .. we have these and studio beats, I think the studio beats are definitely better but these are pretty nice as well. Sound quality is good, doesn’t let the volume go to high but they definitely have a little bump to them!",Rated 5.0 out of 5,9 months ago
Feels professional and intentional. Great design. Solid build and easy to set up. No issues so far. Minimalist but practical. Functionality is strong. It’s been working without any glitches. I like it a lot.,Rated 5.0 out of 5,8 months ago
"These headphones are fantastic. They have a beautiful sound. I love wearing them as I do things around the house. Keeps me motivated listening to my favorite music. I highly recommend them. They really come in handy when my husband is watching sports, lol",Rated 5.0 out of 5,9 months ago
"Bought these a couple days ago, and the bass sucks, the volume is so quiet, and my $30 headphones had better sound quality than this. I'm not sure if there's a technical malfunction in mine but I am verrrrrrrry disappointed. I've also had the sound cut out a couple of times as well. I'll call and see if I can get an exchange done. Ill definitely update this after I talk to them but for now it's not even worth $20.",Rated 1.0 out of 5,4 years ago
These headphones are superrrr nice. I got them for free when I purchased my MacBook Air a few years ago when they were doing the promotion. The headphones are pretty much noise canceling which is super nice. Rests on the ears comfortably. However if you wear earrings beware because after awhile it does sort of hurt behind my ear. The headphones work via Bluetooth or you can plug them in. I find that the wireless lasts a long time which is always a plus. Charging them does not take a long time either. I highly recommend.,Rated 4.0 out of 5,2 years ago
These headphones are wonderful! The sound is clear and amazing and I love the noise cancellation. They are comfortable to wear and have held up very well. I’ve had these for years. It’s easy and quick to charge them and lasts a while before needing to be recharged. I am so glad I got these.,Rated 5.0 out of 5,a year ago
Got them for $69 at pre-black Friday price. They hurt your ears if you leave them on long but I can’t complain because of the price I paid. Easy to connect to an iPhone the sound is good.,Rated 4.0 out of 5,10 months ago
"Excellent quality sound, lightweight and easy to adjust. They sit on your ears and don't cover them which I prefer but you may want to take that into account when buying them. Battery life is great as well amd they charge quickly on the rare occasion they need to as well.

Only issue is I think headphones like this are way overpriced, you might be able to find another pair for a lot cheaper but similar quality.",Rated 4.0 out of 5,3 years ago
Got for my son this is his 2nd beats he had older pair and loved them but accidentally left somewhere and i know nothing about them so i got these for him as christmas gift not knowing the head phone part is smaller then his older ones were i was worried when he opened and put them on i seen size difference i offered to exchange but after few days he tells me that he loves them and likes that its this size so i would give 5 stars according to my 16 year old,Rated 5.0 out of 5,9 months ago
"Needed a new pair of headphones and seen there was a better sale on these compared to target/bestbuy. They shipped 1-2 days earlier and of course were brand new/untouched as I seen in some other reviews people have received supposedly used or damaged headphones which made me hesitant to order at first but still took the chance and did not regret it! They hold charge for a while, fit my head perfect,charge fast and easy to fold when ready to store them in the case it came with!",Rated 5.0 out of 5,3 years ago
The sound quality is fine but the headphones are very uncomfortable to wear. I have small ears and the earpieces don’t even cover them properly so they just press against my head. There’s not much in the way of noise cancellation and I definitely wouldn’t want to wear these while studying or for a long flight. I wish I’d returned them before the window closed.,Rated 2.0 out of 5,a year ago
"This is my first wireless Bluetooth headphones. I’ve always had the ear buds, but they never felt comfortable in my ears, and never really stayed in good, so I decided to try headphones.

I LOVE these. The sound is awesome. They are very comfortable and are very easy to operate. Highly recommend.",Rated 5.0 out of 5,a year ago
"Great set of headphones. Good sound quality and very comfortable. Charging is a breeze and they lasts 10 hours when fully charged. Depending on how often you use them, the power will last days.",Rated 5.0 out of 5,9 months ago
This wireless headset lives up to the hype. My 16 year old nephew asked for these for his birthday and was so happy with the quality and the sound. I asked to give them a try and felt the same way. We were able to get the black pair on sale which made it an incredible deal.,Rated 5.0 out of 5,a year ago
Small fit. Headphones put a lot of pressure on ears and head. *Warning for people with cartilage piercing*. These will hurt your piercings!! The ear piece does not fit around and above ears so they will be squished. Very Uncomfortable. Bass is minimal and they dont get that loud. My original pair of beats broke after having them for a few years. Wanted to try these out but they were not the same type of quality at all. Not worth the money. Getting refund and returned.,Rated 2.0 out of 5,4 years ago
"This is the pair of headphones that I bring everywhere I go. They’re great for every occasion, and connectivity / pairing is super quick and easy. The noise cancelling is strong, sound quality is great, the bass is deep and rich, and battery life lasts forever. I can use these for about 2 weeks worth of listening (30-40 hours of play time) on a single charge! In my opinion they’re well worth the price and they’re an amazing pair of wireless headphones.",Rated 5.0 out of 5,2 years ago
I got these about 2 years ago and they are pretty much falling apart! While they are very pretty the rubber part that sits on top of your head is coming apart from the plastic. As well the leather on the ear muff parts are ripping up. I found some ear covers on amazon but they just are not the same. I had gotten a pair of the same headphones before but I plugged them up one noght and in the morning had found that the charging port was MELTED!!! I took them to the store to trade them for the pair I have now. Very pretty headphones but not great quality.,Rated 3.0 out of 5,4 years ago
"Wanted a headphone for gym. Was tired of wires and airpods hurts my ears. So I invested in this. I have to say I like everything about this, the sound quality, the long lasting charge. However, my ears gets really sweaty which is a con. Other than that, very good and useful for gym",Rated 4.0 out of 5,a year ago
"well they do leak sound not as much though, the battery life is also really bad like I charged them over night and used them for like 5 mins and it was on like 92 already but the should quality is really good and clear",Rated 3.0 out of 5,8 months ago
"I had been looking at Beats headphones for some time, I just happened to pop in Walmart %26 found these on early black Friday not only on sale but a huge sale price. I got them %26 am so very happy with them. Not the studio pro my husband uses, but could not be happier with my choice. The choice I made was perfect for me!",Rated 5.0 out of 5,9 months ago
"The Beats Solo3 Wireless Headphones in Pink offer incredible sound quality with a sleek design. Their long battery life and comfortable fit make them perfect for all-day wear, whether I'm listening to music or taking calls. Plus, the vibrant pink adds a fun pop of color!",Rated 4.0 out of 5,a year ago
It is quite a good headphone. Sturdy design. Comfortable on the ears and head and doesn’t hurt. (I sometimes have this issue with some headphones? Battery is amazing too. Connects you nata-bolt with my iPhone as soon as I open them up. The only issue is that the sound comes out and other people can hear it if you out it too loud. I’d say at 50% sound it starts coming out.,Rated 5.0 out of 5,a year ago
"They are lightweight, sound great, and can definitely be distinguished between the bass and treble. They also look amazing. The ad stated they were noise-cancelling, but they aren't.",Rated 5.0 out of 5,5 months ago
"Headphones were in good condition and sound quality was great, the only thing I did not like was the size! The solo3 are way smaller than the studio3 (I didn't know that while purchasing these). Because they are smaller, they were uncomfortable to wear. I tried making them work, but they were just too uncomfortable. So I had to return them. I will be putting money back for a studio3 pair instead. They are bigger and comfortable to wear.
Overall, not a bad product, they work like they're supposed to, and they were in good condition. Just not the size I prefer.",Rated 3.0 out of 5,2 years ago
A lot of these reveiws have to be from a third party company.. I had my first Beats 3 years and they were stolen.. I've had this second set for over 2 years and they still work great.. I key my granddaughter use them enthusiasm she's over and am buying her some soon. She has some awesome Sony ones but they didn't keep a charge after a couple of years like the Beats still do..... watch out for the seller!!!!! Walmart only backs their inventory. Those other vendors may send you anything. the time o got soap in a knife box was the last time i ordered from a third party vendor. Hope this helps,Rated 5.0 out of 5,a year ago
I love them especially the color. I wish it can be noise cancellation unless Im not sure what Im doing. Other says my volume is low and barely hear me 🥴 but otherwise I like it %26 charges super fast!,Rated 5.0 out of 5,10 months ago
just fyi for people who dont know beats by dre solo³ are on-ear and for smaller heads perfects for kids. if you want bigger headphones you have to buy beats by dre studio³ they're more for adult sized heads and they're over-ear headphones. that being said sounds great and worth the money especially on sale $99. i got 2 for my kids one black and rose gold. i find me and my wife using them just as much as the kids. i gave it a 4 and not a 5 because for whatever reason neither pair came with the RemoteTalk audio cable(3.5mm wire) thats literally sold with every pair of solo³ or studios³ ever. its even a hassle to find a actual supplier you would think since Apple owns them now you could buy off their website but you can't.,Rated 4.0 out of 5,2 years ago
Great quality . And was very much comfortable for my kids to use . Noise cancellation was not so great as that was not this model made for but serves the purpose and is a great midrange choice for the price . Comfortable for ears during the workouts .,Rated 5.0 out of 5,5 months ago
This is my second pair of Beats headphones. I used my wired ones for years! They are easy to connect and they don’t slip down my head like other brands. They’re my favorite for lifting weights and the audio is great. I can do about 15 workouts before having to charge them.,Rated 5.0 out of 5,a year ago
"Love the color and design. But unfortunately like many others already said - they are just too uncomfortable to wear. They hurt my ears due to the tightness/pressure and they press on the ear directly. If they were larger and went around the ears instead, then they would probably be more comfortable to wear. I thought it would be something I could deal with but after an hour or so of use, it just bothered me too much to keep using them. It’s too bad because I really liked them.",Rated 3.0 out of 5,3 years ago
I love these headphones so much ! they are extremely comfortable to wear and they stay on while running! I love the noise canceling on it and the sound quality is amazing. The battery can last me a couple days which is amazing. They’re very easy to connect to a device and use.,Rated 5.0 out of 5,a year ago
My husband recently gifted me these headphones. And As a busy mom and lots of mess to clean up. I love listening to music while I clean and cook. These headphones connected instantly to my iPhone no apps no set up. The battery life is Long lasting up to 40 hours. They feel really soft to my ears and high quality. The sound is also amazing. Don’t hesitate to buy these. Best Buy has a great deal going on right now for $130.,Rated 5.0 out of 5,3 years ago
"Love these, Great sound, awesome Battery Life, perfect for Travelling and even just Personal Listening at home or Outside. I have really enjoyed these and will continue to use them, I highly recommend these.",Rated 5.0 out of 5,4 months ago
"Got these in the sale - brilliant value for money. The sound is crystal clear - the only niggly thing is that they're a bit tight on my right ear and I wouldn't say I had a particularly large head. I'm hoping they'll loosen up with use but overall, pleased with the purchase.",Rated 5.0 out of 5,a year ago
Was delivered the next day that I ordered in great condition. Sound quality is great and is a secure and comfortable fit on my head. Takes about an hour to charge and lasts me for days until next recharge. Highly recommend!,Rated 5.0 out of 5,a year ago
"I got these as a birthday present 3 years ago, and would like to say that these are some of the best headphones I have used. They are extremely easy to use and the sound quality is really good as well. They are however a little bit uncomfortable if worn for longer periods of time. I recently switched over to airpods pro by apple and have since stopped using these. However, these are a good alternative if you are looking for a cheaper alternative to bose headphones.",Rated 4.0 out of 5,4 years ago
"These headaches are definitely a go-to for quality. They’re simply the best. Great sound, they fit comfortably, and they’re great quality. If you take care of them properly, they will last you a very long time. The battery life is also very impressive, they last so long on a single charge!",Rated 5.0 out of 5,a year ago
I love my Beats Solo headphones! The sound quality is fantastic and they fit comfortably over my ears. I have had them for a few weeks and had worn them for a total of about 6 hours and the battery is still good. They also connect easily to my devices and so far seem pretty durable. ￼,Rated 5.0 out of 5,a year ago
"Best headphones out there, way better than the giant air pod head phones from apple. Sound quality doesn’t even compare, beats wins every time. These headphones come everywhere with me. They get used for 7-8+ hours a day. Working out, studying, at work, going for a walk with my children I do not leave the house without them.",Rated 5.0 out of 5,11 months ago
These are great. I even wear them without music in loud places. They block out outside noises. The sound is fantastic and it’s easy to connect to me phones Bluetooth. I’m getting another set for my son as he also loves them.,Rated 5.0 out of 5,a year ago
"Very confortable on my ears, the time it takes to charge is less than an hour and on top of that me being an audiophile I find the mixture of sounds Hi-Fi!!!",Rated 5.0 out of 5,10 months ago
"Absolutely love our Beats, for the gym, sound is loud and clear. They are very comfortable and the battery life lasts for so long. My daughter even dropped them on cement and they didn’t even break!!!",Rated 5.0 out of 5,11 months ago
"Bought these headphones for my 16-year old sister. While she enjoys listening to music with these beats, she shared it’s not the most comfortable to wear, nor is the sound quality the best. But she continues to use them.",Rated 3.0 out of 5,9 months ago
"I purchased these headphones as a gift for my daughter-in-law. She really loves them. Can listen to music at work or home. They look beautiful on her.
I have a pair as well they are comfortable and really cancel outside noise.",Rated 5.0 out of 5,10 months ago
"The quality of sound is just amazing. I have the black one and use it when running or at the gym. I love the noise canceling feature. Volume, skip, pause, play again control features and long battery life are great especially when running or workout and your phone is not 100% accesible.",Rated 5.0 out of 5,a year ago
"I have had my BEATS SOLO 3 WIRELESS Headphones for a little over a months now. I love the quality sound and style. They are really good quality headphones and I use them for everything. They are so easy to carry around with me everywhere I go, you can fold them up and put them in the carrying case then put in my purse or back pack. My only complaint is they do start to hurt my ears after a little while. I then switch to my BEATS X wireless.",Rated 4.0 out of 5,4 years ago
"I find these headphones easy to use. They interface easily with my devices, have a good sound, and the button controls are intuitive and responsive. They also charge pretty quickly, which is useful too. The little carry case that came with them is also pretty neat.",Rated 5.0 out of 5,a year ago
"I bought these for my son and tried them out for myself and they sound amazing! I like how they fold up with controls on the headphones, plus these are comfortable. I'm going to buy a set for myself.",Rated 5.0 out of 5,11 months ago
"Great and really do last a very long time. I have had mine for years, and they still work. Durable and long-lasting battery life. Very comfortable to use. And the sound quality is amazing.",Rated 5.0 out of 5,11 months ago
"I love these headphones for working out. They’re super easy to set up and connect. Great sound quality, minimal sound ‘leaking’! The only issue I’ve had thus far is that with frequent use the folding mechanism screws loosened on my set and had to be tightened, this was an easy at home fix!",Rated 4.0 out of 5,a year ago
Sound is ok but it leaks out so badly that anyone within earshot can hear what you’re listening to. The soft padded area around the left ear has unfortunately just started falling apart. I am very gentle with these and they’re not used anywhere other than at my desk. I never travel with them or anything. The silicone cover for the charging port broke off after under a year of use. I purchased these in October 2022 and they started falling apart in December 2023. Just a few months AFTER the 1 year manufacturer’s warranty.,Rated 2.0 out of 5,a year ago
"I spent a lot of time researching vitamin C serums for under eye bags and Vichy one got consistent, good reviews. It is a great product! When I put it on my skin, I can feel it becomes more firm and temporarily takes away my dark circles. The only thing I don’t love is that it leaves a somewhat sticky residue on my face. Long term, I believe that this product will do great things for me and others! I am going to keep using it and will keep everyone updated :)",Rated 4.0 out of 5,2 years ago
"They have a decent sound output and noise blockout but after about 10-15 mins they press and ache on your ears after about 20-25 mins they hurt so badly you have to take them off. Unfortunately I spent $399 on them and Im dissatisfied as they were comfortable in the shop when I tried them, now Ive used mine for about an hour all up and I wont be using them again. The pain from crushing my ears (my ears are only small too) if you had larger ears I imagine the pain would be much worse. Just something to think about. I wont be led by wanting the brand name beats and thinking if I spend a very decent chunk of coin Im going to get satisfaction. Should have listened to my gut instinct which told me to get a $100 pair.",Rated 2.0 out of 5,4 years ago
"There’s nothing I dislike about these headphones. The sound quality is great, they’re easy to connect and are comfortable to wear. The color is so beautiful and vibrant too. Hasn’t chipped or faded so I’d say they’re pretty durable. The battery life is good as well.",Rated 5.0 out of 5,a year ago
"Great product the sound quality is amazing and they’re very comfortable and I really like how well the battery life holds up and the connectivity is amazing and they did a really good job on the design to definitely recommend these headphones. I’ve had them for a little while now, and I really love them for going to the gym.",Rated 5.0 out of 5,a year ago
Battery life is HIGHLY and the one and only most important thing for me. I go to the gym at 5:30am and i need them to be up and going but I also have ADHD so sometimes I forget to turn them off or charge them. Wanna know what these beauties did for me? - I woke up at 11:00am to my phone saying they were connected to my beats. I realized I had left them on all night from about 1:00am. Only a third of the battery is gone. They were not fully charged to begin with. Not to mention the sound is fantastic and look super sleek. Thank you.,Rated 5.0 out of 5,3 years ago
Great quality headphones and easy to wear. The battery lasts long and loving every bit of it. Nosie Cancellation works when enabled can't hear much when it's turn on and off. Easy one button push controls for both play and playback as well as volume control Can be used and paired with your Android Device - just download the Beats App. For Apple Devices -it automatically pairs and shows you the battery life Very Long Battery Life,Rated 4.0 out of 5,2 years ago
"I bought these to replace my 7 year old Beats headphones that broke, and I was so so disappointed. The audio quality on my old headphones is miles better compared to these. There is hardly any bass at all and the max volume is ridiculously low. Same quality as AirPods for 20% higher price.",Rated 2.0 out of 5,a year ago
I have these but mine are rose gold. I absolutely love them. They are comfortable and don’t feel super bulky to me like some headphones do. The battery life is pretty decent to. The sound quality is great and they are very durable as well. Overall they are a great headphone and I would recommend them to anyone.,Rated 5.0 out of 5,a year ago
"My son loves these, they sit nicely on his head and the soft banding makes them comfortable to wear. They come with a stylish carry bag also which is great for keeping them protected in his backpack. The colour is a rich Matt black and really easy to operate. They do go quite loud so I keep an eye on how loud my son is using them but they are a great product. Highly recommend",Rated 5.0 out of 5,3 years ago
"I’ve had these for a couple of years now and I swear by them. I love using them at night when my neighbour decides to play music really loudly! It cuts not only the sound, but the vibration out as well. I cannot wear them for a prolonged period of time as I do feel like my ears need to breathe from the padding. The quick charge is wonderful and I can’t say enough about the sound quality. Plus the pink is very pretty!",Rated 5.0 out of 5,3 years ago
"I had a pair of Beats years ago... I love the new changes now with Bluetooth. The sound quality is great, the fit is comfortable, the price was amazing, and shipping was so fast. Huge plus to add a warranty for a cheap cost too. No complaints and I'm excited to use this product!",Rated 5.0 out of 5,a year ago
Bought these for a class I was taking for work as I had to study at home (and with two children not easy to hear) I LOVED them. They are soundproof enough that I’m able to hear if one of the goblins needs me but am able focus on what I’m doing. BUT in just a little over a month one side started cutting out (would have to constantly adjust them so they would work) and then stopped working all together. I’ve taken good care of them and they always have gone back in the case when not in use. Disappointed because I was recommended these by so many people.,Rated 3.0 out of 5,a year ago
"Bought for online teaching. Hated these. Very disappointed. Out of package and first use the sound is fuzzy and echoes like they have been blown, but they haven't. Simply awful. They squeeze my head very tight and it's quite painful with glasses on. Makes my ears sweat after a few minutes. Extremely disappointing. Will be returning these. Just garbage with a brand name stuck to it.",Rated 1.0 out of 5,3 years ago
"Let me first off start by saying how much I LOVE the sound quality! I can't hear a THING my husband says while I'm trying to work 🤣 the only downside is that the battery doesn't seem to last too long, maybe 2 hrs before dying and this was after being fully charged the 1st time using it. Overall a great product, only wish I got at least a full work day use out of them before needing to be charged again. Maybe just a faulty set but overall pleased",Rated 4.0 out of 5,3 years ago
"Honestly I knew they wouldn't be good condition but they were so much worse than I could have imagined I could barely hear out of one side, they were such bad condition I don't know how they felt justified to even sell them, is there not a point when something shouldn't be sold, yeah they technically worked but really should be being sold? No. Also not what they were advertised as. The image is so clearly a full black pair of headphones I don't know why I was sent a pair with red on them, if I wanted black and red headphones I would have bought them. So yeah don't bother buying them, just a waste of time.",Rated 1.0 out of 5,a year ago
Barely had these a year and they broke- for some reason they won’t connect to my phone anymore ever though the lights are on. I forgot the device and factory reset it and it’s not even discoverable on Bluetooth anymore! Do not reccomend- I bought my boyfriend a pair also and they only play music out of one side now. Absolutely awful quality.,Rated 1.0 out of 5,a year ago
Terrible experience. I purchased these for my wife as a Christmas present. She tried them on and said they were too tight. We tried to exchange for a very more expensive set. The source will not exchange or refund because the box was opened. How can you try on if you do not open ! I just exchanged a $500 set through Amazon for my daughter very easily. At no point did the source display this crazy return policy. Customer service said I had to scroll to the bottom of a very long product detail page . CRAZY...Terrible service in this age. BeWARE,Rated 1.0 out of 5,a year ago
"Package was fine, shipping was faster than expected. This model DOES NOT HAVE the noise canceling feature as advertised (and I even contact walmart via chat to ask, and they said it did, but it does not), although it does a really good job blocking the outside noise. Sound is good. The warranty is for one year, but since I guess they were bought by Walmart almost a year ago, when I connected mines, it says my warranty will expire Nov 18,21 (I purchased 3 days ago) so that’s not cool and would be interested to know if Walmart will honor a exchange or refund if it stops working from the date I purchased till it completes a year. For that I’m giving 3 stars. But good product for the price, and would recommend the product.",Rated 3.0 out of 5,3 years ago
"We have both colors…. And also a black pair of Beats. Christmas gifts for my kids years ago. Comfortable, great sound, noise canceling. Not a cheap item but worth It. The color(s) are very nice. Foldability and came with a nice case for travel or back pack etc.",Rated 4.0 out of 5,a year ago
"Excellent Product. Really love the fact that they come with a long lasting battery. This was a Christmas present from my wife and I have to say, I really love them. I like the fact that they go over the ear, have excellent sound quality. The only downside is that for some reason they do not completely cancel outside noise, which is not the product itself, maybe the material around the ear does not seal properly? In any case, I really love them and that is the only reason I did not give them the full star rating. #Techie #relax #concentrate",Rated 4.0 out of 5,3 years ago
"Sound quality is typically an assessment of the accuracy, fidelity, or intelligibility of audio output from an electronic device. Wikipediastate of physical ease and freedom from pain or constraint. ""room for four peopA battery is a source of electric power consisting of one or more electrochemical cells with external connections for powering electrical devices. When a battery is supplying power, itsthe state or extent of being connected or interconnected. ""the authorities worked at restoring connectivity between Puerto Rico and the US mainland after Hurricane Hugo"" positive terminal is the cathode and its negative terminal is",Rated 5.0 out of 5,a year ago
These are good headphones for the most part. The battery life usually will last me a week or so. I just need them to make the ear pieces a bit bigger and more comfortable. Other than that the sound quality is great and they always connect right away to my phone.,Rated 3.0 out of 5,a year ago
Love the big control button and the headphones adjust to fit comfortably. The disappointing thing was the sound. Not as good as my old Monster headphones but for $69 I believe I got my money’s worth.,Rated 4.0 out of 5,10 months ago
Product was good! Packaging was great. They have very decent sound don’t get me wrong but I just wish they were a bit louder. The fitting is also not to my liking they’re pretty small and have a snug fit. For the price not bad but I would definitely recommend getting something a bit bigger or better for your money.,Rated 3.0 out of 5,10 months ago
